359.73,1.04s,8.66s,2424.26\nTransfer/sec:,"809.56KB\n"")",,,,,,,
27.6,8.79,69.12,2414.69\nTransfer/sec:,"806.37KB\n"")",,,,,,,
884.34,1.73s,6.69s,2407.01\nTransfer/sec:,"803.81KB\n"")",,,,,,,
1500,2.71s,15.40s,2242.90\nTransfer/sec:,"748.99KB\n"")",,,,,,,
26.51,8.09,71.36,2409.05\nTransfer/sec:,"804.49KB\n"")",,,,,,,
905.62,1.75s,6.70s,2399.19\nTransfer/sec:,"801.19KB\n"")",,,,,,,
1190,1.91s,6.73s,2381.49\nTransfer/sec:,"795.28KB\n"")",,,,,,,
75.09,312.32,3.93s,2332.33\nTransfer/sec:,"778.86KB\n"")",,,,,,,
26.72,8.18,73.66,2356.52\nTransfer/sec:,"786.94KB\n"")",,,,,,,
345.36,787.24,4.02s,2347.80\nTransfer/sec:,"784.03KB\n"")",,,,,,,
250.78,647.78,3.62s,2341.72\nTransfer/sec:,"782.00KB\n"")",,,,,,,
86.75,253.81,1.82s,2332.89\nTransfer/sec:,"779.05KB\n"")",,,,,,,
46.75,147.96,1.97s,2184.68\nTransfer/sec:,"729.55KB\n"")",,,,,,,
29.07,9.52,82.69,2308.11\nTransfer/sec:,"770.77KB\n"")",,,,,,,
236.57,654.72,3.48s,2298.48\nTransfer/sec:,"767.56KB\n"")",,,,,,,
373.47,821.55,3.95s,2290.58\nTransfer/sec:,"764.92KB\n"")",,,,,,,
911.37,2.31s,15.65s,2165.59\nTransfer/sec:,"723.18KB\n"")",,,,,,,
26.88,8.33,69.31,2288.64\nTransfer/sec:,"764.27KB\n"")",,,,,,,
360.37,766.7,3.81s,2290.54\nTransfer/sec:,"764.91KB\n"")",,,,,,,
141.45,362.2,3.22s,2303.25\nTransfer/sec:,"769.15KB\n"")",,,,,,,
246.57,658.22,3.46s,2343.75\nTransfer/sec:,"782.68KB\n"")",,,,,,,
70.98,243.8,3.74s,2297.55\nTransfer/sec:,"767.25KB\n"")",,,,,,,
225.73,639.07,3.45s,2337.93\nTransfer/sec:,"780.73KB\n"")",,,,,,,
261.55,661.87,3.47s,2337.80\nTransfer/sec:,"780.69KB\n"")",,,,,,,
79.87,244.71,1.77s,2331.88\nTransfer/sec:,"778.71KB\n"")",,,,,,,
273.23,695.63,3.52s,2326.92\nTransfer/sec:,"777.06KB\n"")",,,,,,,
30.15,22.77,499.2,2301.58\nTransfer/sec:,"768.59KB\n"")",,,,,,,
29.28,9.55,61.7,2272.79\nTransfer/sec:,"758.98KB\n"")",,,,,,,
78.91,242.62,1.78s,2252.04\nTransfer/sec:,"752.05KB\n"")",,,,,,,
150.73,416.63,3.80s,2250.18\nTransfer/sec:,"751.43KB\n"")",,,,,,,
78.87,243.78,1.80s,2251.12\nTransfer/sec:,"751.74KB\n"")",,,,,,,
88.81,249.97,1.79s,2255.75\nTransfer/sec:,"753.29KB\n"")",,,,,,,
43.06,103.09,1.86s,2251.01\nTransfer/sec:,"751.70KB\n"")",,,,,,,
29.22,9.55,70.53,2255.75\nTransfer/sec:,"753.29KB\n"")",,,,,,,
199.51,554.67,3.46s,2231.53\nTransfer/sec:,"745.20KB\n"")",,,,,,,
233.11,654.9,3.42s,2240.15\nTransfer/sec:,"748.07KB\n"")",,,,,,,
